ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
Land Hessen Geisenheim,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,cpvoBreeder:4,CPVO: 1987-10-07 - Grape - Breidecker - RBE 00089 (cpvoBreeder) | CPVO: 1984-04-27 - Grape - Oraniensteiner - RBE 00070 (cpvoBreeder) | CPVO: 1969-06-12 - Grape - Rotberger - RBE 00026 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Matsuda Noboru,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,JP 4,,,,cpvoBreeder:4,CPVO: 1987-08-24 - Strawberry - BIEN - 2428 (cpvoBreeder) | CPVO: 1986-01-18 - Strawberry - KANTOSHU - 907 (cpvoBreeder) | CPVO: 1983-10-29 - Strawberry - TENSHU - 527 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Juergen Badenhop,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Blueberry 4,DE 4,,,,cpvoBreeder:4,CPVO: 1986-12-12 - Blueberry - Gretha - VAC 00003 (cpvoBreeder) | CPVO: 1986-12-12 - Blueberry - Gila - VAC 00004 (cpvoBreeder) | CPVO: 1983-03-16 - Blueberry - Heerma - VAC 00002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Beerenobst Spezialkulturen Kraege GbR,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,DE 4,,,,cpvoBreeder:4,CPVO: 1986-09-08 - Strawberry - Schloss Horneburg - EDB 00118 (cpvoBreeder) | CPVO: 1978-10-30 - Strawberry - Appetita - EDB 00080 (cpvoBreeder) | CPVO: 1974-12-16 - Strawberry - Quellana - EDB 00057 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Joseph T. Deruse,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Strawberry 4,QZ 2 | US 2,,,,cpvoBreeder:2,CPVO: 2006-01-30 - Strawberry - Driscoll Jubilee - 20031954 (cpvoBreeder) | CPVO: 2006-01-30 - Strawberry - Driscoll Coronation - 20031955 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Jorge Campos Garcia,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Strawberry 4,CA 2 | US 2,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Bo Sjöstedt,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Raspberry 3 | Blackberry 1,SE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
S. Tsuchiya,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Apple 4,FR 4,,,,cpvoBreeder:4,CPVO: 1995-11-02 - Apple - SANSA - 7277 (cpvoBreeder) | CPVO: 1995-11-02 - Apple - IWAKAMI - 5921 (cpvoBreeder) | CPVO: 1991-07-22 - Apple - KITAKAMI - 5164 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
East Malling Res. Stn,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Apple 4,IE 4,,,,cpvoBreeder:4,CPVO: 1994-04-01 - Apple - TUSCAN - 401 (cpvoBreeder) | CPVO: 1994-04-01 - Apple - TRAJAN - 402 (cpvoBreeder) | CPVO: 1994-04-01 - Apple - TELAMON - 403 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Ishizuka Shogo,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Cherry-Sweet 3 | Apple 1,JP 4,,,,cpvoBreeder:4,CPVO: 1991-11-19 - Cherry-Sweet - BENISYUHO - 3680 (cpvoBreeder) | CPVO: 1991-11-19 - Cherry-Sweet - BENISAYAKA - 3679 (cpvoBreeder) | CPVO: 1987-12-18 - Cherry-Sweet - MICHINOKU ZAKURA - 2554 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Adachi Motomitsu,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Peach 4,JP 4,,,,cpvoBreeder:4,CPVO: 1988-12-13 - Peach - SWEET NECTARINE SHOGYOKU - 2223 (cpvoBreeder) | CPVO: 1988-12-13 - Peach - SWEET NECTARINE REIO - 2222 (cpvoBreeder) | CPVO: 1984-09-05 - Peach - SWEET NECTARINE SHOKO - 803 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Matsuda Yoshihiro,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Peach 4,JP 4,,,,cpvoBreeder:4,CPVO: 1982-02-03 - Peach - SWEET GOLD - 201 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FLAVOR GOLD - 200 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FIRST GOLD - 198 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Tokita Tetsuji,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Peach 4,JP 4,,,,cpvoBreeder:4,CPVO: 1982-02-03 - Peach - SWEET GOLD - 201 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FLAVOR GOLD - 200 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FIRST GOLD - 198 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Yamaki Shohei,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Peach 4,JP 4,,,,cpvoBreeder:4,CPVO: 1982-02-03 - Peach - SWEET GOLD - 201 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FLAVOR GOLD - 200 (cpvoBreeder) | CPVO: 1982-02-03 - Peach - FIRST GOLD - 198 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Nishimura Tadashi,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,3,False,False,False,False,,,Cherry-Sweet 2 | Prunus 1 | Apple 1,JP 4,,,,cpvoBreeder:2,CPVO: 1995-01-26 - Cherry-Sweet - MISS HEISEI - 4645 (cpvoBreeder) | CPVO: 1995-01-26 - Cherry-Sweet - BENISHINJYU - 4646 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
ZEKALAShVILI Anzor UShANGOVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Strawberry 4,RU 4,,,,cpvoBreeder:4,CPVO: 2004-02-18 - Strawberry - BOROVITSKAYa - 39398 (cpvoBreeder) | CPVO: 2003-01-21 - Strawberry - KORRADO - 27273 (cpvoBreeder) | CPVO: 2003-01-21 - Strawberry - BOROVITSKAYa - 27272 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Boris A. Muzyichenko,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,BG 4,,,,cpvoBreeder:4,CPVO: 2000-03-17 - Grape - Druzhba - 63808-1 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Druzhba - 63808 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Drujba - 63808-1 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Arif M. Aliev,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,BG 4,,,,cpvoBreeder:4,CPVO: 2000-03-17 - Grape - Druzhba - 63808-1 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Druzhba - 63808 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Drujba - 63808-1 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kozaki Itaru,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Pear 3 | Grape 1,JP 3 | US 1,,,,cpvoBreeder:4,CPVO: 1993-03-17 - Grape - HONEY SEEDLESS - 4459 (cpvoBreeder) | CPVO: 1989-04-11 - Pear - Syuugyoku - 07025892 (cpvoBreeder) | CPVO: 1988-01-18 - Pear - SHUGYOKU - 1890 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Land Bayern Wuerzburg,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,cpvoBreeder:4,CPVO: 1980-02-14 - Grape - Fontanara - RBE 00057 (cpvoBreeder) | CPVO: 1971-08-12 - Grape - Ortega - RBE 00033 (cpvoBreeder) | CPVO: 1971-08-12 - Grape - Mariensteiner - RBE 00035 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
C.H. Harvey,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,FR 2 | QZ 1 | NZ 1,,,,cpvoBreeder:1,CPVO: 1995-01-25 - Apple - Mountain Cove - APP102 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Centre Wallon de Recherches Agronomiques,breeder_only_signal,unverified,27,public_program_reference,4,2,0,4,4,False,False,False,True,,,Apple 4,QZ 2 | FR 2,,,,,,protected IP present | contact path present or public program,,No urgent action; revisit after higher-priority profiles.
C.T.I.F.L./CEP,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,ES 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Vytauto Didžiojo universiteto Kauno botanikos sodas,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Blueberry 4,LT 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Szkółkarstwo Sadownicze Anna i Ryszard Nowakowscy,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,PL 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Herve Sain,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Apricot 4,FR 2 | QZ 2,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Y. Yoshida,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Apple 4,FR 3 | AU 1,,,,cpvoBreeder:3,CPVO: 1995-11-02 - Apple - IWAKAMI - 5921 (cpvoBreeder) | CPVO: 1991-07-22 - Apple - KITAKAMI - 5164 (cpvoBreeder) | CPVO: 1991-07-22 - Apple - HIMEKAMI - 5920 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Felipe Mirafuentes Hernández,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,0,False,False,False,False,,,Papaya 3 | Cacao 1,MX 3 | US 1,,,,breeder:2 | inventor:2 | cpvoBreeder:3,"USPTO: 2020-02-04 - Papaya - MSXJ - MX PBR 2391 (breeder, inventor) | USPTO: 2019-09-03 - Cacao - Tabscoob - MX PBR 2267 (breeder, inventor) | CPVO: 2020-02-04 - Papaya - MSXJ - 2695 (cpvoBreeder)",protected IP present,,No urgent action; revisit after higher-priority profiles.
Salii Olena Vasylivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Kinjo Kaneo,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,0,False,False,False,False,,,Pineapple 4,JP 4,,,,cpvoBreeder:3,CPVO: 2009-02-06 - Pineapple - GOLD BARREL - 20095 (cpvoBreeder) | CPVO: 2006-08-22 - Pineapple - NATSUHIME - 17459 (cpvoBreeder) | CPVO: 2004-06-04 - Pineapple - YUGAFU - 13710 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Nakasone Fukunori,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,0,False,False,False,False,,,Pineapple 4,JP 4,,,,cpvoBreeder:4,CPVO: 2009-12-21 - Pineapple - JURIO STAR - 23549 (cpvoBreeder) | CPVO: 2009-02-06 - Pineapple - GOLD BARREL - 20095 (cpvoBreeder) | CPVO: 2006-08-22 - Pineapple - NATSUHIME - 17459 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kitajima Akira,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,JP 4,,,,cpvoBreeder:3,CPVO: 2026-02-13 - Citrus - MIZUKI - 102026000106 (cpvoBreeder) | CPVO: 2023-03-06 - Citrus - BONARUNA - 35155 (cpvoBreeder) | CPVO: 2019-11-20 - Citrus - MIZUKI - 32920 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Takano Kuniharu,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,JP 4,,,,cpvoBreeder:4,CPVO: 2001-11-22 - Strawberry - TOCHIHIME - 10731 (cpvoBreeder) | CPVO: 1996-11-21 - Strawberry - TOCHIOTOME - 6947 (cpvoBreeder) | CPVO: 1993-03-17 - Strawberry - TOCHINOMINE - 4041 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Tsuru Takekazu,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,JP 4,,,,cpvoBreeder:4,CPVO: 1997-12-05 - Grape - YOHO - 7777 (cpvoBreeder) | CPVO: 1996-06-13 - Grape - SUIHO - 6744 (cpvoBreeder) | CPVO: 1994-11-22 - Grape - HOMAN - 5433 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Universidad De Giessen Germany,breeder_only_signal,unverified,27,public_program_reference,4,4,0,4,0,False,False,False,True,,,Prunus 4,AR 4,,,,cpvoBreeder:4,CPVO: 2004-02-20 - Prunus - GI 195/2 - 007760 (cpvoBreeder) | CPVO: 2002-09-19 - Prunus - GI 148/1 - 007800 (cpvoBreeder) | CPVO: 2001-09-21 - Prunus - GISELA 5 - 005362 (cpvoBreeder),protected IP present | contact path present or public program,,No urgent action; revisit after higher-priority profiles.
Kajiura Minoru E. Altri,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Peach 4,IT 4,,,,cpvoBreeder:4,CPVO: 1998-07-20 - Peach - Early gold - 0009NV/1985_0009NV/1985 (cpvoBreeder) | CPVO: 1991-10-17 - Peach - Chiyohime - 0024NV/1989_0024NV/1989 (cpvoBreeder) | CPVO: 1991-10-14 - Peach - Sweet Gold - 0010NV/1985_0010NV/1985 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Samoilenko Oleksandr,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Walnut 4,UA 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Bilyts`kyi Oleksandr Oleksiiovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Pavlova Iryna Oleksandrivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Tomer Eliahu,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,3,False,False,False,False,,,Mango 3 | Guava 1,IL 4,,,,cpvoBreeder:4,CPVO: 2007-08-26 - Guava - KING - 3553 (cpvoBreeder) | CPVO: 1994-10-17 - Mango - YOFFI HANEGEV - 1141 (cpvoBreeder) | CPVO: 1994-10-17 - Mango - NAOMI - 1139 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Viktorov Aleksandr SERGEEVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Pear 4,RU 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Konta Koichiro,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,3,False,False,False,False,,,Cherry-Sweet 3 | Prunus 1,JP 3 | US 1,,,,cpvoBreeder:4,CPVO: 2006-07-13 - Cherry-Sweet - DEWANISHIKI - 16620 (cpvoBreeder) | CPVO: 1996-01-23 - Prunus - Hakko - 08337458 (cpvoBreeder) | CPVO: 1995-03-23 - Cherry-Sweet - KOTANISHIKI - 5332 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Mosina Raisa Valentinovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,2,False,False,False,False,,,Cherry-Tart 2 | Cherry-Sweet 2,RU 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Klad' Aleksandr ANATOL'EVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Timukin IUrii Oleksandrovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Kasumova Fatma-Hanum Gasanovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Cherry-Sweet 4,RU 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Arendt Nina Konstantinovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,0,False,False,False,False,,,Pomegranate 4,RU 4,,,,cpvoBreeder:4,CPVO: 2017-09-27 - Pomegranate - NYuTINSKIJ - 66824 (cpvoBreeder) | CPVO: 2017-09-27 - Pomegranate - ChERNOMORSKIJ - 66826 (cpvoBreeder) | CPVO: 2015-01-20 - Pomegranate - ChERNOMORSKIJ - 66468 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Sulimova Raisa Mitrofanovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,2,False,False,False,False,,,Cherry-Tart 2 | Cherry-Sweet 2,RU 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Vavilov Adol'F SEMENOVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,0,False,False,False,False,,,Currant-Black 4,RU 4,,,,cpvoBreeder:4,CPVO: 2012-07-05 - Currant-Black - ALGA - 35311 (cpvoBreeder) | CPVO: 2008-01-18 - Currant-Black - VIYa - 49867 (cpvoBreeder) | CPVO: 1996-01-23 - Currant-Black - AKUR - 25825 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Daniel Duret,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,2,False,False,False,False,,,Raspberry 2 | Currant 2,FR 2 | QZ 2,,,,cpvoBreeder:4,CPVO: 2004-04-02 - Raspberry - BIFORZA - 18814 (cpvoBreeder) | CPVO: 1995-08-29 - Currant - ERDE - 64497.0 (FR) (cpvoBreeder) | CPVO: 1995-01-01 - Currant - Erde - 0064497 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Bastit Maurice,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Plum 4,FR 2 | QZ 2,,,,cpvoBreeder:4,CPVO: 2000-01-10 - Plum - PBN1 - 4156 (cpvoBreeder) | CPVO: 2000-01-10 - Plum - PBN1 - 4156.0 (FR) (cpvoBreeder) | CPVO: 1989-06-23 - Plum - PB N° 1 - 57052.0 (FR) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
D. Bedford and J. Luby,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Apple 4,US 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
S. Pluta,breeder_only_signal,unverified,15,holder_verification_required,4,3,0,4,0,False,False,False,False,,,Currant-Black 4,US 3 | UA 1,"Fruit Breeding Department, Research Institute of Horticulture, Skierniewice, Poland","USPTO breeder string contains entity hint 'Fruit Breeding Department, Research Institute of Horticulture, Skierniewice, Poland'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP27063,breeder:3 | inventor:3,"USPTO: 2016-08-16 - Currant-Black - Gofert - USPP 27,063 (breeder, inventor) | USPTO: 2016-08-16 - Currant-Black - Polares - USPP 27,061 (breeder, inventor) | USPTO: 2016-08-16 - Currant-Black - Tihope - USPP 27,062 (breeder, inventor)",protected IP present | candidate parent needs holder verification,,No urgent action; revisit after higher-priority profiles.
"Asparagus Beheer, Jaap Vromans, Netherlands",breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Strawberry 4,US 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Vpp Corporation,breeder_only_signal,unverified,23,legal_entity_profile_needed,4,4,0,4,4,False,False,True,False,,,Strawberry 4,PL 2 | CA 2,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
L. Roudeillac c/o C.I.R.E.F.,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,CH 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Ctro.Inv.California,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,AR 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Sjulin/Amorao/Espejo/Coss,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Strawberry 4,ES 3 | QZ 1,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Morren De Coster,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,FR 2 | IL 1 | QZ 1,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Stark Bro's Nurseries &. Orchards,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Apple 2 | Pear 2,US 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
"Kiku Srl., Girlan/Eppan, Italy",breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Apple 4,US 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
R. Conev and D. Somers,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,US 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
"Land Hessen, vertreten durch FA f. Wein- und Gartenbau, Ge- traenketechnologie u.Landespflege-Fachgb. f.Rebenzuech.u.-veredl.-",breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
KRAEGE,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,DE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
"Land Rheinland-Pfalz, vertreten durch DLR Rheinhessen-Nahe-Hunsrueck Dienstsitz Oppenheim",breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
AKTIONSGEMEINSCHAFT,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
Aktionsgemeinschaft zur Erhaltung von Rebsorten e.V. im DLR Rheinhessen-Nahe-Hunsrueck,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,DE 4,,,,,,protected IP present,,No urgent action; revisit after higher-priority profiles.
