ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
Inia/Dip.Aragon,,,,unverified,0,holder_verification_required,high,27,0,27,Almond 15 | Peach 12,ES 17 | QZ 10,cpvoBreeder:27,CPVO: 2009-04-18 - Almond - FELISIA - RVC19970188 (ES) (cpvoBreeder) | CPVO: 2009-04-18 - Almond - FELISIA - 19970188 (cpvoBreeder) | CPVO: 2009-04-18 - Almond - CAMBRA - 19970186 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Yossef Ben-Dor,,,,unverified,0,holder_verification_required,critical,26,0,26,Plum 19 | Pear 3 | Apricot 2 | Plum-Interspecific 1,QZ 8 | CL 7 | AU 6 | US 2,cpvoBreeder:22,CPVO: 2024-09-26 - Plum - Denomination not available - 2388 (cpvoBreeder) | CPVO: 2024-04-08 - Plum - WM-8 - 20150976 (cpvoBreeder) | CPVO: 2024-04-08 - Plum - WM 8 - 20150976 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Javier Velo Prieto,,,,unverified,0,holder_verification_required,critical,26,0,26,Blackberry 22 | Raspberry 4,QZ 17 | US 4 | MX 3 | GB 2,breeder:4 | inventor:4 | cpvoBreeder:22,"USPTO: 2025-12-09 - Blackberry - AEB Krola - MX PBR 3725 (breeder, inventor) | USPTO: 2025-03-18 - Blackberry - Bnoequa 02 - MX PBR 3570 (breeder, inventor) | USPTO: 2023-04-23 - Blackberry - BNO-211 - MX PBRA 2962 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kato Hidenori,,,,unverified,0,holder_verification_required,critical,26,0,26,Apple 12 | Pear 8 | Blueberry 3 | Papaya 3,JP 23 | QZ 2 | US 1,cpvoBreeder:36,CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder) | CPVO: 2024-04-01 - Pear - JADE SWEET - 102017000243 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Valérie Fouillet,"International Fruit Obtention, France","USPTO breeder string contains entity hint 'International Fruit Obtention, France'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35603,unverified,0,holder_verification_required,critical,26,0,26,Apple 26,US 22 | CL 2 | UA 1 | QZ 1,breeder:10 | inventor:10 | cpvoBreeder:1,"USPTO: 2024-01-30 - Apple - R205 - USPP 35,603 (breeder, inventor) | USPTO: 2022-10-18 - Apple - R204 - USPP 34,658 (breeder, inventor) | USPTO: 2022-10-11 - Apple - Canopy - USPP 34,636 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Ronald E. Tarailo,,,,unverified,0,holder_verification_required,critical,26,0,26,Grape 21 | Cherry-Sweet 2 | Cherry-Tart 1 | Prunus 1,US 12 | QZ 9 | BR 4 | CA 1,cpvoBreeder:29,CPVO: 2023-05-22 - Grape - Valley Pearl - 20160435 (cpvoBreeder) | CPVO: 2018-03-15 - Grape - VALLEY PEARL - 2040 (cpvoBreeder) | CPVO: 2016-11-15 - Grape - VALLEY PEARL - 1606 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Yoshida Toshio,,,,unverified,0,holder_verification_required,critical,26,0,26,Citrus 23 | Citrus-Lemon Hybrid 1 | Citrus-Sweet Orange 1 | Citrus-Mandarin Hybrid 1,JP 20 | US 4 | CA 2,cpvoBreeder:28,CPVO: 2022-06-09 - Citrus - ASUKI - 32235 (cpvoBreeder) | CPVO: 2019-10-18 - Citrus - Rinoka - 102019000507 (cpvoBreeder) | CPVO: 2019-05-01 - Citrus - Rinoka - 18-9391 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Takahara Toshio,,,,unverified,0,holder_verification_required,critical,26,0,26,Citrus 22 | Pineapple 4,JP 23 | US 2 | CA 1,cpvoBreeder:29,CPVO: 2025-12-23 - Citrus - HAYASE - 19037025 (cpvoBreeder) | CPVO: 2019-05-01 - Citrus - Mihaya - 18-9390 (cpvoBreeder) | CPVO: 2017-12-26 - Citrus - Mihaya - 102017000687 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kotobuki Kazuo,,,,unverified,0,holder_verification_required,critical,26,0,26,Pear 24 | Strawberry 1 | Cherry-Sweet 1,JP 18 | US 7 | ES 1,cpvoBreeder:29,CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder) | CPVO: 2024-01-22 - Pear - Rinka - 102017000649 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
James F. Doyle,,,,unverified,0,holder_verification_required,critical,26,0,26,Papaya 8 | Peach 8 | Plum 6 | Pear 3,US 19 | CL 2 | AU 2 | IT 2,cpvoBreeder:8,CPVO: 2024-05-23 - Papaya - Denomination not available - 2353 (cpvoBreeder) | CPVO: 2019-06-04 - Papaya - S-49 - 2019107 (cpvoBreeder) | CPVO: 2013-12-11 - Plum - Tulare Giant - 2001102 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Lihovskoj Vladimir VLADIMIROVICh,,,,unverified,0,holder_verification_required,critical,26,0,26,Grape 26,RU 26,cpvoBreeder:26,CPVO: 2019-09-19 - Grape - STELLA - 79010 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - NIKA - 79004 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - AL'BINA - 79008 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Abdeeva Mahmuda Gazzalievna,,,,unverified,0,holder_verification_required,critical,26,0,26,Currant-Black 11 | Grape 8 | Currant 6 | Gooseberry 1,RU 26,cpvoBreeder:26,CPVO: 2020-06-09 - Currant-Black - BEL'SKAYa - 60775 (cpvoBreeder) | CPVO: 2019-03-27 - Currant-Black - IREMEL' - 78128 (cpvoBreeder) | CPVO: 2016-01-20 - Currant-Black - KUShNARENKOVSKAYa - 48447 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zotova ZOYa Sergeevna,,,,unverified,0,holder_verification_required,critical,26,0,26,Currant-Black 21 | Gooseberry 2 | Cherry-Tart 2 | Currant 1,RU 26,cpvoBreeder:24,CPVO: 2017-01-19 - Currant-Black - AGATA - 39528 (cpvoBreeder) | CPVO: 2009-12-28 - Currant-Black - E'FFEKT - 26791 (cpvoBreeder) | CPVO: 2009-12-28 - Currant-Black - ALTAYaNKA - 26791 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Herbert Aldwinckle,,,,unverified,0,holder_verification_required,high,26,0,26,Apple 26,QZ 17 | BR 7 | US 2,cpvoBreeder:24,CPVO: 2025-07-07 - Apple - G 890 - 20200194 (cpvoBreeder) | CPVO: 2025-06-17 - Apple - G.484 - 20251247 (cpvoBreeder) | CPVO: 2025-06-17 - Apple - G.257 - 20251249 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Vivai Cooperativi di Rauscedo,,,,unverified,0,holder_verification_required,high,26,0,26,Grape 26,QZ 26,cpvoBreeder:26,CPVO: 2025-12-17 - Grape - Denomination not available - 20252810 (cpvoBreeder) | CPVO: 2024-12-19 - Grape - Trebbignac - 20243203 (cpvoBreeder) | CPVO: 2024-12-19 - Grape - Saperavi Kartlos - 20243198 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
JOSE Mª GOMEZ PORRAS/LUIS RALLO ROMERO/ DIEGO BARRANCO NAVERO/ CONCEPCION MUÑOZ DIEZ/CARLOS TRAPERO RAMIREZ/PEDRO VALVERDE CABALLERO,,,,unverified,0,holder_verification_required,high,26,0,26,Olive 26,ES 26,cpvoBreeder:26,CPVO: 2026-02-10 - Olive - I 26 - 20215604 (cpvoBreeder) | CPVO: 2025-02-06 - Olive - I 99 - 20215610 (cpvoBreeder) | CPVO: 2025-02-06 - Olive - I 51 - 20215607 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Jimmy H. Bagdasarian,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36637,unverified,0,holder_verification_required,high,26,0,26,Strawberry 25 | Raspberry 1,MX 10 | QZ 10 | US 3 | UA 2,breeder:8 | inventor:8 | cpvoBreeder:10,"USPTO: 2022-10-11 - Strawberry - Ashley Jay - USPP 36,637 (breeder, inventor) | USPTO: 2021-07-27 - Strawberry - Sierra - USPP 33,284 (breeder, inventor) | USPTO: 2019-04-23 - Strawberry - Emilia - USPP 30,427 (breeder, inventor)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Komori Sadao,,,,unverified,0,holder_verification_required,high,26,0,26,Apple 23 | Papaya 3,JP 19 | US 5 | QZ 2,cpvoBreeder:30,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-08-24 - Apple - KINSHU - 102023000368 (cpvoBreeder) | CPVO: 2023-03-14 - Apple - Ruby Sweet - 102017000641 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Sanada Tetsuro,,,,unverified,0,holder_verification_required,high,26,0,26,Apple 22 | Pear 4,JP 18 | US 8,cpvoBreeder:31,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2019-04-23 - Apple - BENIMINORI - 32285 (cpvoBreeder) | CPVO: 2019-03-29 - Apple - BENIMINORI - 102019000191 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Dauglas V. Shaw, Kirk D. Larsen",,,,unverified,0,holder_verification_required,high,26,0,26,Strawberry 26,UY 26,cpvoBreeder:26,CPVO: 2019-06-27 - Strawberry - CABRILLO - 201903 (cpvoBreeder) | CPVO: 2009-05-24 - Strawberry - SAN ANDREAS - 2009023 (cpvoBreeder) | CPVO: 2009-05-24 - Strawberry - SAN ANDREAS - 200839 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Satarova SAN'Ya Nasatdinovna,,,,unverified,0,holder_verification_required,high,26,0,26,Cherry-Tart 14 | Plum 12,RU 26,cpvoBreeder:26,CPVO: 2017-04-05 - Plum - LYuBEZNAYa - 67678 (cpvoBreeder) | CPVO: 2013-01-21 - Cherry-Tart - SIL'VA - 49833 (cpvoBreeder) | CPVO: 2011-12-09 - Cherry-Tart - SIL'VA - 49834 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Timothy P. Sheehan, Sheehan Genetics LLC",,,,unverified,9,legal_entity_profile_needed,high,25,0,25,Grape 25,AU 25,cpvoBreeder:25,CPVO: 2023-08-07 - Grape - Sheegene 3 - 2010036 (cpvoBreeder) | CPVO: 2023-08-07 - Grape - Magenta - 2010036 (cpvoBreeder) | CPVO: 2017-09-28 - Grape - Sheegene 25 - 2017285 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Dr. Rudolf Eibach,,,,unverified,0,holder_verification_required,critical,25,0,25,Grape 25,DE 19 | QZ 4 | BR 2,cpvoBreeder:19,CPVO: 2026-02-03 - Grape - Calardis Soleil - RBE 01196 (cpvoBreeder) | CPVO: 2026-02-03 - Grape - Calardis Royal - RBE 01195 (cpvoBreeder) | CPVO: 2025-02-12 - Grape - Denomination not available - RBE 01218 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
David Ruiz González,,,,unverified,0,holder_verification_required,critical,25,0,25,Apricot 21 | Plum 4,QZ 25,cpvoBreeder:37,CPVO: 2025-03-26 - Apricot - CEBASGOLD - 20250573 (cpvoBreeder) | CPVO: 2025-03-17 - Plum - Victoria Plum - 20202973 (cpvoBreeder) | CPVO: 2025-03-17 - Plum - Victoria Myrtea - 20202973 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Timothy E. Williams,,,,unverified,0,holder_verification_required,critical,25,0,25,Citrus 21 | Apricot 3 | Prunus 1,US 10 | QZ 5 | NZ 4 | GB 3,cpvoBreeder:9,CPVO: 2022-02-28 - Citrus - KinnowLS - CIT013 (cpvoBreeder) | CPVO: 2022-02-28 - Citrus - KinnowIR - CIT013 (cpvoBreeder) | CPVO: 2018-03-09 - Citrus - TANGO - 218060001512011 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
S.L. Ibergen Frutales,,,,unverified,0,holder_verification_required,critical,25,0,25,Plum 25,ES 16 | QZ 9,,,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Iwanami Hiroshi,,,,unverified,0,holder_verification_required,critical,25,0,25,Apple 10 | Grape 9 | Strawberry 4 | Prunus 1,JP 22 | QZ 3,cpvoBreeder:24,CPVO: 2025-10-21 - Apple - BENITSURUGI - 18789972 (cpvoBreeder) | CPVO: 2024-09-04 - Grape - GROSZ KRONE - 102019000185 (cpvoBreeder) | CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Soejima Junichi,,,,unverified,0,holder_verification_required,critical,25,0,25,Apple 19 | Citrus 4 | Grape 1 | Pear 1,JP 21 | US 4,cpvoBreeder:25,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-08-24 - Apple - KINSHU - 102023000368 (cpvoBreeder) | CPVO: 2023-03-14 - Apple - Ruby Sweet - 102017000641 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Vasilevskij Ivan NIKOLAEVICh,,,,unverified,0,holder_verification_required,critical,25,0,25,Grape 18 | Plum 3 | Apricot 2 | Pear 2,RU 25,cpvoBreeder:18,CPVO: 2019-12-24 - Grape - KAZAK ALEKSANDR MAHOVITSKIJ - 80531 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SENNOJ K - 66950 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - ANRI K - 66951 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Nishida Teruo,,,,unverified,0,holder_verification_required,critical,25,0,25,Peach 16 | Plum 6 | Pear 2 | Nectarine 1,JP 22 | US 3,cpvoBreeder:25,CPVO: 2000-12-22 - Plum - KAGAJIZO - 9771 (cpvoBreeder) | CPVO: 2000-12-22 - Plum - HACHIRO - 9770 (cpvoBreeder) | CPVO: 1997-07-28 - Plum - HONEY HEART - 7747 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Edwin B. Williams,,,,unverified,0,holder_verification_required,critical,25,0,25,Apple 25,US 20 | CH 3 | IL 1 | CA 1,cpvoBreeder:5,CPVO: 1998-09-29 - Apple - WILLIAMS' PRIDE - 1995204 (cpvoBreeder) | CPVO: 1998-09-29 - Apple - COOP 23 - 1995204 (cpvoBreeder) | CPVO: 1987-12-31 - Apple - Sir Prize - 85-0299 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
RYaBOV Ivan NIKOLAEVICh,,,,unverified,0,holder_verification_required,critical,25,0,25,Peach 15 | Cherry-Sweet 4 | Plum 3 | Apple 3,RU 25,cpvoBreeder:19,CPVO: 2017-07-13 - Cherry-Sweet - ZNATNAYa - 66758 (cpvoBreeder) | CPVO: 2017-05-16 - Peach - STRELETS - 66794 (cpvoBreeder) | CPVO: 2017-04-05 - Peach - PIVDENNA FANTAZIYa - 66805 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zueva LIDIYa Ivanovna,,,,unverified,0,holder_verification_required,critical,25,0,25,Currant-Black 9 | Cherry-Sweet 9 | Cherry-Tart 5 | Plum 2,RU 25,cpvoBreeder:22,CPVO: 2019-12-26 - Currant-Black - PODAROK ASTAHOVA - 59958 (cpvoBreeder) | CPVO: 2019-03-06 - Currant-Black - SOLOV'INAYa NOCh' - 50037 (cpvoBreeder) | CPVO: 2019-03-06 - Currant-Black - KUDMIG - 56326 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
IFO S.A.R.L.,,,,unverified,0,holder_verification_required,high,25,0,25,Apple 25,QZ 10 | GB 8 | AU 3 | AR 2,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Fv B.V.,,,,unverified,0,holder_verification_required,high,25,0,25,Blueberry 18 | Raspberry 4 | Apple 2 | Hazelnut 1,QZ 24 | US 1,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Limgroup B.V.,,,,unverified,0,holder_verification_required,high,25,0,25,Strawberry 19 | Raspberry 4 | Blueberry 1 | Pomegranate 1,QZ 24 | MA 1,cpvoBreeder:19,CPVO: 2024-04-22 - Strawberry - Limira - 20211379 (cpvoBreeder) | CPVO: 2023-06-19 - Strawberry - Milack - 20201236 (cpvoBreeder) | CPVO: 2023-05-31 - Strawberry - Limalexia - 2021095 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Nesumi Hirohisa,,,,unverified,0,holder_verification_required,high,25,0,25,Citrus 24 | Apple 1,JP 20 | CA 2 | QZ 1 | NZ 1,cpvoBreeder:29,CPVO: 2025-10-21 - Apple - BENITSURUGI - 18789972 (cpvoBreeder) | CPVO: 2022-06-09 - Citrus - ASUKI - 32235 (cpvoBreeder) | CPVO: 2019-10-18 - Citrus - Rinoka - 102019000507 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Prof. Dr. Reinhard Töpfer,,,,unverified,0,holder_verification_required,high,25,0,25,Grape 25,DE 19 | QZ 4 | BR 2,cpvoBreeder:19,CPVO: 2026-02-03 - Grape - Calardis Soleil - RBE 01196 (cpvoBreeder) | CPVO: 2026-02-03 - Grape - Calardis Royal - RBE 01195 (cpvoBreeder) | CPVO: 2025-02-12 - Grape - Denomination not available - RBE 01218 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Sawamura Yutaka,,,,unverified,0,holder_verification_required,high,25,0,25,Peach 10 | Pear 9 | Plum 4 | Apple 1,JP 22 | QZ 3,cpvoBreeder:29,CPVO: 2025-10-21 - Apple - BENITSURUGI - 18789972 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Dalival S.A.S.,,,,unverified,0,holder_verification_required,high,25,0,25,Apple 25,QZ 23 | UA 1 | GB 1,cpvoBreeder:25,CPVO: 2025-12-19 - Apple - Daliclass - 2025263006 (cpvoBreeder) | CPVO: 2023-05-08 - Apple - Red Dalinsweet - 20193335 (cpvoBreeder) | CPVO: 2023-05-08 - Apple - Red Dalinbel - 20193334 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Kramarenko Larisa Andreevna,,,,unverified,0,holder_verification_required,high,25,0,25,Apricot 20 | Apple 4 | Strawberry 1,RU 25,cpvoBreeder:20,CPVO: 2020-03-18 - Apricot - INOHODETS - 78022 (cpvoBreeder) | CPVO: 2020-03-18 - Apricot - E'DEL'VEJ - 78023 (cpvoBreeder) | CPVO: 2019-08-20 - Apricot - PROFESSOR SKVORTSOV - 75341 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
ANDRIEVSKAYa Ol'Ga Aleksandrovna,,,,unverified,0,holder_verification_required,high,25,0,25,Apricot 10 | Blueberry 5 | Grape 5 | Plum 4,RU 25,cpvoBreeder:14,CPVO: 2018-11-23 - Apricot - AL'TAIR - 66772 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - PAMYaTI AGEEVOJ - 66775 (cpvoBreeder) | CPVO: 2017-07-13 - Plum - FEMIDA - 66769 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
POLYaKOVA NATAL'Ya Aleksandrovna,,,,unverified,0,holder_verification_required,high,25,0,25,Apple 16 | Grape 8 | Plum 1,RU 25,cpvoBreeder:14,CPVO: 2007-12-29 - Apple - VIKTORIYa - 41083 (cpvoBreeder) | CPVO: 2007-12-29 - Apple - NATAL'YuShKA - 41096 (cpvoBreeder) | CPVO: 2007-12-29 - Apple - MIHAJLOVSKAYa - 41100 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Budagovskij Valentin IVANOVICh,,,,unverified,0,holder_verification_required,high,25,0,25,Apple 25,RU 24 | US 1,cpvoBreeder:24,CPVO: 2018-04-17 - Apple - 75-1-62 - 64884 (cpvoBreeder) | CPVO: 2018-04-17 - Apple - 71-7-22 - 64886 (cpvoBreeder) | CPVO: 2018-04-17 - Apple - 70-20-21 - 64890 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
TOLMAChEVA Aleksandra Semenovna,,,,unverified,0,holder_verification_required,high,25,0,25,Apple 14 | Pear 10 | Strawberry 1,RU 25,cpvoBreeder:21,CPVO: 2016-07-28 - Pear - MALINOVKA - 69803 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - MILENA - 46250 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - LOJKO - 47096 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Grand Merrill (dcd) Mme Lucille Merrill,,,,unverified,0,holder_verification_required,high,25,0,25,Peach 23 | Apple 2,FR 24 | QZ 1,cpvoBreeder:25,CPVO: 1988-09-29 - Peach - TOP LADY - 4999 (cpvoBreeder) | CPVO: 1988-09-29 - Peach - QUEEN LADY - 4997 (cpvoBreeder) | CPVO: 1988-09-29 - Peach - BEAUTY LADY - 4998 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Ca Salinas,,,,unverified,0,holder_verification_required,high,25,0,25,Strawberry 14 | Raspberry 11,US 25,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Nursery, Inc.",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37522,unverified,23,legal_entity_profile_needed,low,24,0,24,Blueberry 21 | Rubus 2 | Apple 1,CA 15 | UA 4 | NZ 4 | CR 1,assignee:12 | cpvoBreeder:153,USPTO: 2026-07-14 - Diervilla - SMNDSA - PP37522 (assignee) | USPTO: 2026-06-30 - Cornus - PGCFPP - PP37494 (assignee) | USPTO: 2026-06-30 - Clethra - SMNCAC - PP37497 (assignee),No urgent action; revisit after higher-priority profiles.
