breederName,companyName,relationshipType,identityConfidence,relationshipConfidence,status,patentAssigneeCount,coListedEntityCount,cultivarMatchCount,directEvidenceCount,directEvidenceShare,rightsBasis,basis,source
L. Kavardzhikov,Institute of Fruit Crops-Plovdiv,breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
L. Michielsen,Centre for Plant Breeding and Reproduction Research ( CPRO-DLO ),breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
L.C. Braun,University of Minnesota,breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
L.D. Bertier,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
L.F. Dibley,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
L.Ikase,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
L.J. Burbank,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
L.J.E. Michielsens,Centre for Plant Breeding and Reproduction Research ( CPRO-DLO ),breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
L.L. Essele,"Esselen Nursery, Malalane, Mpumalanga, South Africa",breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
L.M. Hernández-Fuentes,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
L.M. Wassenaar,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
La Cerisaie,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
La Forestière,La Forestière - Société Coopérative de Propriétaires et Exploitants Forestiers,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
La Pomme de Demain,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Labergere Lionel,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laer Paul Van,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lajos Sipos,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lali Goginava,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lambert Smilja,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
lamo Antonio Abad,Royal Berries / Hortifrut,breeding-program association,high,low,review_required,0,0,6,0,0.0,none,6 same-cultivar records,record-derived affiliation graph
Lancelot Alan Jordan,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Land Baden Weinsberg,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Land Bayern Wuerzburg,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Land Hessen Geisenheim,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Land Rheinland Oppenheim,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Land Sachsen,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Landwirtschaft und Geologie,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Langford Geoffrey,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Langford Rosemarie,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lantos Andras,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lantz H.L.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
LAPShIN Vadim IGOREVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laptev Mihail IVANOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lar'Kina Marina Dmitrievna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Lara Giongo,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Larionova TAT'YaNA Petrovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Larry Barsamian,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Larry D. Jones,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Larry Kitahara,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Larry Kodoma,Driscoll's,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Larry M. Olsen,"Mr Richard Ralph Olsen and Mr Larry Martin Olsen, Olsen Brothers Ranches, Inc.",breeding-program association,medium,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Larry T. Kodama,Driscoll's,breeding-program association,medium,medium,probable_relationship,0,2,6,2,1.0,none,2 co-listed breeder/entity records; 6 same-cultivar records,record-derived affiliation graph
LARShINA Iraida Leonidovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
"Larysa Laskavyi, Viktor Yuryk",,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laskavyi Viktor Volodymyrovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laskavyi Volodymyr Pylypovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
late deceased,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Latsko TAT'YaNA Anatol'Evna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Latsko Tetiana Anatoliivna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laun Norbert,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laun Norbut,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laurence Mailard Arsene Mailard,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Laurence Maillard,Frutaria Innovation,co-founder of acquired breeding program,high,high,verified_relationship,0,1,30,1,1.0,none,Program history identifies Laurence Maillard as co-founder of Agro Selections Fruits and documents its integration into Frutaria in 2018.,company-program history
Laurence Mallard,Frutaria Innovation,breeding-program association,high,high,verified_relationship,0,9,4,9,1.0,none,9 co-listed breeder/entity records; 4 same-cultivar records,record-derived affiliation graph
Laurence Mallarsd,Frutaria Innovation,breeding-program association,high,low,review_required,0,1,1,1,1.0,none,1 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Laurens Francois,INRAE,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Laurent Boughaba,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
